3,3,-75,0.023632
3,3,-74.9,0.023637
3,3,-74.8,0.023642
3,3,-74.7,0.023647
3,3,-74.6,0.023651
3,3,-74.5,0.023656
3,3,-74.4,0.023661
3,3,-74.3,0.023666
3,3,-74.2,0.023671
3,3,-74.1,0.023675
3,3,-74,0.02368
3,3,-73.9,0.023685
3,3,-73.8,0.02369
3,3,-73.7,0.023695
3,3,-73.6,0.0237
3,3,-73.5,0.023705
3,3,-73.4,0.023711
3,3,-73.3,0.023716
3,3,-73.2,0.023721
3,3,-73.1,0.023726
3,3,-73,0.023731
3,3,-72.9,0.023737
3,3,-72.8,0.023742
3,3,-72.7,0.023747
3,3,-72.6,0.023753
3,3,-72.5,0.023758
3,3,-72.4,0.023764
3,3,-72.3,0.023769
3,3,-72.2,0.023775
3,3,-72.1,0.02378
3,3,-72,0.023786
3,3,-71.9,0.023791
3,3,-71.8,0.023797
3,3,-71.7,0.023803
3,3,-71.6,0.023808
3,3,-71.5,0.023814
3,3,-71.4,0.02382
3,3,-71.3,0.023826
3,3,-71.2,0.023832
3,3,-71.1,0.023838
3,3,-71,0.023844
3,3,-70.9,0.02385
3,3,-70.8,0.023856
3,3,-70.7,0.023862
3,3,-70.6,0.023868
3,3,-70.5,0.023874
3,3,-70.4,0.02388
3,3,-70.3,0.023887
3,3,-70.2,0.023893
3,3,-70.1,0.023899
3,3,-70,0.023906
3,3,-69.9,0.023912
3,3,-69.8,0.023918
3,3,-69.7,0.023925
3,3,-69.6,0.023931
3,3,-69.5,0.023938
3,3,-69.4,0.023945
3,3,-69.3,0.023951
3,3,-69.2,0.023958
3,3,-69.1,0.023965
3,3,-69,0.023971
3,3,-68.9,0.023978
3,3,-68.8,0.023985
3,3,-68.7,0.023992
3,3,-68.6,0.023999
3,3,-68.5,0.024006
3,3,-68.4,0.024013
3,3,-68.3,0.02402
3,3,-68.2,0.024027
3,3,-68.1,0.024034
3,3,-68,0.024041
3,3,-67.9,0.024049
3,3,-67.8,0.024056
3,3,-67.7,0.024063
3,3,-67.6,0.024071
3,3,-67.5,0.024078
3,3,-67.4,0.024085
3,3,-67.3,0.024093
3,3,-67.2,0.0241
3,3,-67.1,0.024108
3,3,-67,0.024116
3,3,-66.9,0.024123
3,3,-66.8,0.024131
3,3,-66.7,0.024139
3,3,-66.6,0.024146
3,3,-66.5,0.024154
3,3,-66.4,0.024162
3,3,-66.3,0.02417
3,3,-66.2,0.024179
3,3,-66.1,0.024187
3,3,-66,0.024195
3,3,-65.9,0.024203
3,3,-65.8,0.024211
3,3,-65.7,0.024219
3,3,-65.6,0.024228
3,3,-65.5,0.024236
3,3,-65.4,0.024245
3,3,-65.3,0.024254
3,3,-65.2,0.024262
3,3,-65.1,0.024271
3,3,-65,0.02428
3,3,-64.9,0.024289
3,3,-64.8,0.024298
3,3,-64.7,0.024307
3,3,-64.6,0.024317
3,3,-64.5,0.024326
3,3,-64.4,0.024335
3,3,-64.3,0.024345
3,3,-64.2,0.024354
3,3,-64.1,0.024364
3,3,-64,0.024373
3,3,-63.9,0.024383
3,3,-63.8,0.024392
3,3,-63.7,0.024401
3,3,-63.6,0.024411
3,3,-63.5,0.02442
3,3,-63.4,0.024429
3,3,-63.3,0.024439
3,3,-63.2,0.024448
3,3,-63.1,0.024457
3,3,-63,0.024466
3,3,-62.9,0.024477
3,3,-62.8,0.024486
3,3,-62.7,0.024496
3,3,-62.6,0.024505
3,3,-62.5,0.024749
3,3,-62.4,0.024955
3,3,-62.3,0.025164
3,3,-62.2,0.025375
3,3,-62.1,0.025588
3,3,-62,0.025803
3,3,-61.9,0.026019
3,3,-61.8,0.026238
3,3,-61.7,0.026459
3,3,-61.6,0.026682
3,3,-61.5,0.026907
3,3,-61.4,0.027134
3,3,-61.3,0.027363
3,3,-61.2,0.027598
3,3,-61.1,0.027834
3,3,-61,0.028071
3,3,-60.9,0.028309
3,3,-60.8,0.028549
3,3,-60.7,0.028789
3,3,-60.6,0.02902
3,3,-60.5,0.029232
3,3,-60.4,0.02945
3,3,-60.3,0.029672
3,3,-60.2,0.029891
3,3,-60.1,0.030112
3,3,-60,0.030333
3,3,-59.9,0.030554
3,3,-59.8,0.030776
3,3,-59.7,0.031
3,3,-59.6,0.031225
3,3,-59.5,0.031452
3,3,-59.4,0.031669
3,3,-59.3,0.031888
3,3,-59.2,0.032109
3,3,-59.1,0.032334
3,3,-59,0.032562
3,3,-58.9,0.032794
3,3,-58.8,0.03303
3,3,-58.7,0.033269
3,3,-58.6,0.033512
3,3,-58.5,0.033666
3,3,-58.4,0.03368
3,3,-58.3,0.033695
3,3,-58.2,0.033711
3,3,-58.1,0.033727
3,3,-58,0.033743
3,3,-57.9,0.033761
3,3,-57.8,0.033779
3,3,-57.7,0.033797
3,3,-57.6,0.033816
3,3,-57.5,0.033836
3,3,-57.4,0.033857
3,3,-57.3,0.033878
3,3,-57.2,0.0339
3,3,-57.1,0.033915
3,3,-57,0.033924
3,3,-56.9,0.033933
3,3,-56.8,0.033942
3,3,-56.7,0.033951
3,3,-56.6,0.033961
3,3,-56.5,0.03397
3,3,-56.4,0.03398
3,3,-56.3,0.03399
3,3,-56.2,0.034
3,3,-56.1,0.034013
3,3,-56,0.034026
3,3,-55.9,0.034041
3,3,-55.8,0.034051
3,3,-55.7,0.034059
3,3,-55.6,0.034067
3,3,-55.5,0.034076
3,3,-55.4,0.034084
3,3,-55.3,0.034092
3,3,-55.2,0.034101
3,3,-55.1,0.034109
3,3,-55,0.034118
3,3,-54.9,0.034126
3,3,-54.8,0.034135
3,3,-54.7,0.034143
3,3,-54.6,0.034152
3,3,-54.5,0.034161
3,3,-54.4,0.03417
3,3,-54.3,0.034178
3,3,-54.2,0.034187
3,3,-54.1,0.034204
3,3,-54,0.034231
3,3,-53.9,0.034259
3,3,-53.8,0.034289
3,3,-53.7,0.034303
3,3,-53.6,0.034311
3,3,-53.5,0.034319
3,3,-53.4,0.034327
3,3,-53.3,0.034336
3,3,-53.2,0.034345
3,3,-53.1,0.034355
3,3,-53,0.034366
3,3,-52.9,0.034376
3,3,-52.8,0.034386
3,3,-52.7,0.034397
3,3,-52.6,0.034407
3,3,-52.5,0.034418
3,3,-52.4,0.034428
3,3,-52.3,0.034439
3,3,-52.2,0.03445
3,3,-52.1,0.034461
3,3,-52,0.034472
3,3,-51.9,0.034483
3,3,-51.8,0.034494
3,3,-51.7,0.034505
3,3,-51.6,0.034517
3,3,-51.5,0.034529
3,3,-51.4,0.034541
3,3,-51.3,0.034552
3,3,-51.2,0.034564
3,3,-51.1,0.034577
3,3,-51,0.034589
3,3,-50.9,0.034602
3,3,-50.8,0.034614
3,3,-50.7,0.034627
3,3,-50.6,0.034639
3,3,-50.5,0.034652
3,3,-50.4,0.034665
3,3,-50.3,0.034677
3,3,-50.2,0.034689
3,3,-50.1,0.034702
3,3,-50,0.034715
3,3,-49.9,0.034728
3,3,-49.8,0.034741
3,3,-49.7,0.034754
3,3,-49.6,0.034767
3,3,-49.5,0.034781
3,3,-49.4,0.034794
3,3,-49.3,0.034808
3,3,-49.2,0.034822
3,3,-49.1,0.034836
3,3,-49,0.03485
3,3,-48.9,0.034865
3,3,-48.8,0.034879
3,3,-48.7,0.034894
3,3,-48.6,0.034909
3,3,-48.5,0.034924
3,3,-48.4,0.034938
3,3,-48.3,0.034954
3,3,-48.2,0.034969
3,3,-48.1,0.034984
3,3,-48,0.035
3,3,-47.9,0.035015
3,3,-47.8,0.035031
3,3,-47.7,0.035046
3,3,-47.6,0.035062
3,3,-47.5,0.035078
3,3,-47.4,0.035094
3,3,-47.3,0.035111
3,3,-47.2,0.035127
3,3,-47.1,0.035143
3,3,-47,0.035161
3,3,-46.9,0.035177
3,3,-46.8,0.035194
3,3,-46.7,0.035211
3,3,-46.6,0.035227
3,3,-46.5,0.035244
3,3,-46.4,0.03526
3,3,-46.3,0.035277
3,3,-46.2,0.035293
3,3,-46.1,0.03531
3,3,-46,0.035326
3,3,-45.9,0.035343
3,3,-45.8,0.035359
3,3,-45.7,0.035376
3,3,-45.6,0.035393
3,3,-45.5,0.035411
3,3,-45.4,0.035428
3,3,-45.3,0.035445
3,3,-45.2,0.035462
3,3,-45.1,0.035478
3,3,-45,0.035495
3,3,-44.9,0.035512
3,3,-44.8,0.035529
3,3,-44.7,0.035545
3,3,-44.6,0.035562
3,3,-44.5,0.035578
3,3,-44.4,0.035594
3,3,-44.3,0.035611
3,3,-44.2,0.035627
3,3,-44.1,0.035643
3,3,-44,0.035659
3,3,-43.9,0.035675
3,3,-43.8,0.035691
3,3,-43.7,0.035707
3,3,-43.6,0.035723
3,3,-43.5,0.035739
3,3,-43.4,0.035754
3,3,-43.3,0.03577
3,3,-43.2,0.035785
3,3,-43.1,0.035801
3,3,-43,0.035816
3,3,-42.9,0.035832
3,3,-42.8,0.035847
3,3,-42.7,0.035863
3,3,-42.6,0.03588
3,3,-42.5,0.035898
3,3,-42.4,0.035915
3,3,-42.3,0.035932
3,3,-42.2,0.03595
3,3,-42.1,0.035968
3,3,-42,0.035986
3,3,-41.9,0.036004
